"Povprečni pridelek (t/ha) pomembnejših kmetijskih kultur po: KMETISKE KULTURE, STATISTIČNA REGIJA ,  LETO";"Slovenska regija";"Proizvodno leto";"Količina proizvedbe t/ha"
"Belo zelje";"Osrednjeslovenska";"2015";46,1
"Belo zelje";"Osrednjeslovenska";"2016";40,5
"Belo zelje";"Osrednjeslovenska";"2017";37,4
"Belo zelje";"Osrednjeslovenska";"2018";36,5
"Belo zelje";"Osrednjeslovenska";"2019";35,2
"Belo zelje";"Gorenjska";"2010";51,2
"Belo zelje";"Gorenjska";"2011";35,9
"Belo zelje";"Gorenjska";"2012";44,4
"Belo zelje";"Gorenjska";"2013";29
"Belo zelje";"Gorenjska";"2014";48,3
"Belo zelje";"Gorenjska";"2015";49,4
"Belo zelje";"Gorenjska";"2016";52,5
"Belo zelje";"Gorenjska";"2017";52
"Belo zelje";"Gorenjska";"2018";49,5
"Belo zelje";"Gorenjska";"2019";46
"Belo zelje";"Primorsko-notranjska";"2010";40,9
"Belo zelje";"Primorsko-notranjska";"2011";38,1
"Belo zelje";"Primorsko-notranjska";"2012";24,9
"Belo zelje";"Primorsko-notranjska";"2013";25,3
"Belo zelje";"Primorsko-notranjska";"2014";31,6
"Belo zelje";"Primorsko-notranjska";"2015";31,5
"Belo zelje";"Primorsko-notranjska";"2016";33,3
"Belo zelje";"Primorsko-notranjska";"2017";28,2
"Belo zelje";"Primorsko-notranjska";"2018";34,7
"Belo zelje";"Primorsko-notranjska";"2019";39
"Belo zelje";"Goriška";"2010";17,2
"Belo zelje";"Goriška";"2011";18,2
"Belo zelje";"Goriška";"2012";10
"Belo zelje";"Goriška";"2013";9,4
"Belo zelje";"Goriška";"2014";24
"Belo zelje";"Goriška";"2015";24,7
"Belo zelje";"Goriška";"2016";24,5
"Belo zelje";"Goriška";"2017";21,5
"Belo zelje";"Goriška";"2018";20,7
"Belo zelje";"Goriška";"2019";20,9
"Belo zelje";"Obalno-kraška";"2010";25,3
"Belo zelje";"Obalno-kraška";"2011";20,8
"Belo zelje";"Obalno-kraška";"2012";11,6
"Belo zelje";"Obalno-kraška";"2013";12,3
"Belo zelje";"Obalno-kraška";"2014";21
"Belo zelje";"Obalno-kraška";"2015";22,2
"Belo zelje";"Obalno-kraška";"2016";24
"Belo zelje";"Obalno-kraška";"2017";22,7
"Belo zelje";"Obalno-kraška";"2018";28
"Belo zelje";"Obalno-kraška";"2019";27,5
"Grozdje";"Pomurska";"2010";7,1
"Grozdje";"Pomurska";"2011";10
"Grozdje";"Pomurska";"2012";7,6
"Grozdje";"Pomurska";"2013";6,9
"Grozdje";"Pomurska";"2014";5,8
"Grozdje";"Pomurska";"2015";7,6
"Grozdje";"Pomurska";"2016";5,4
"Grozdje";"Pomurska";"2017";6,2
"Grozdje";"Pomurska";"2018";7,1
"Grozdje";"Pomurska";"2019";7
"Grozdje";"Podravska";"2010";5,5
"Grozdje";"Podravska";"2011";7,1
"Grozdje";"Podravska";"2012";6,2
"Grozdje";"Podravska";"2013";6,2
"Grozdje";"Podravska";"2014";5,7
"Grozdje";"Podravska";"2015";7,7
"Grozdje";"Podravska";"2016";6,2
"Grozdje";"Podravska";"2017";5,9
"Grozdje";"Podravska";"2018";7,7
"Grozdje";"Podravska";"2019";7,6
"Grozdje";"Koroška";"2010";6,5
"Grozdje";"Koroška";"2011";7,1
"Grozdje";"Koroška";"2012";5,4
"Grozdje";"Koroška";"2013";6,4
"Grozdje";"Koroška";"2014";6,2
"Grozdje";"Koroška";"2015";7,5
"Grozdje";"Koroška";"2016";5,9
"Grozdje";"Koroška";"2017";5,7
"Grozdje";"Koroška";"2018";8
"Grozdje";"Koroška";"2019";6,8
"Grozdje";"Savinjska";"2010";7,2
"Grozdje";"Savinjska";"2011";6,4
"Grozdje";"Savinjska";"2012";6,9
"Grozdje";"Savinjska";"2013";5,6
"Grozdje";"Savinjska";"2014";6
"Grozdje";"Savinjska";"2015";7,4
"Grozdje";"Savinjska";"2016";4,6
"Grozdje";"Savinjska";"2017";3,2
"Grozdje";"Savinjska";"2018";8,3
"Grozdje";"Savinjska";"2019";6,7
"Grozdje";"Zasavska";"2010";6,1
"Grozdje";"Zasavska";"2011";6,5
"Grozdje";"Zasavska";"2012";4,9
"Grozdje";"Zasavska";"2013";6,4
"Grozdje";"Zasavska";"2014";6,2
"Grozdje";"Zasavska";"2015";5,1
"Grozdje";"Zasavska";"2016";4,8
"Grozdje";"Zasavska";"2017";5,5
"Grozdje";"Zasavska";"2018";4,6
"Grozdje";"Zasavska";"2019";4,2
"Grozdje";"Posavska";"2010";6,5
"Grozdje";"Posavska";"2011";6,5
"Grozdje";"Posavska";"2012";6,4
"Grozdje";"Posavska";"2013";7,1
"Grozdje";"Posavska";"2014";5,3
"Grozdje";"Posavska";"2015";7,8
"Grozdje";"Posavska";"2016";7,3
"Grozdje";"Posavska";"2017";5,1
"Grozdje";"Posavska";"2018";9,6
"Grozdje";"Posavska";"2019";7,3
"Grozdje";"Jugovzhodna Slovenija";"2010";9,2
"Grozdje";"Jugovzhodna Slovenija";"2011";10,5
"Grozdje";"Jugovzhodna Slovenija";"2012";7,3
"Grozdje";"Jugovzhodna Slovenija";"2013";5,9
"Grozdje";"Jugovzhodna Slovenija";"2014";5
"Grozdje";"Jugovzhodna Slovenija";"2015";6,9
"Grozdje";"Jugovzhodna Slovenija";"2016";6,6
"Grozdje";"Jugovzhodna Slovenija";"2017";5,4
"Grozdje";"Jugovzhodna Slovenija";"2018";8,5
"Grozdje";"Jugovzhodna Slovenija";"2019";7,1
"Grozdje";"Osrednjeslovenska";"2010";5,9
"Grozdje";"Osrednjeslovenska";"2011";7,2
"Grozdje";"Osrednjeslovenska";"2012";4,8
"Grozdje";"Osrednjeslovenska";"2013";5,4
"Grozdje";"Osrednjeslovenska";"2014";4,5
"Grozdje";"Osrednjeslovenska";"2015";7,1
"Grozdje";"Osrednjeslovenska";"2016";3,1
"Grozdje";"Osrednjeslovenska";"2017";6,2
"Grozdje";"Osrednjeslovenska";"2018";8
"Grozdje";"Osrednjeslovenska";"2019";6,5
"Grozdje";"Gorenjska";"2010";7,4
"Grozdje";"Gorenjska";"2011";7,9
"Grozdje";"Gorenjska";"2012";5,9
"Grozdje";"Gorenjska";"2013";6,3
"Grozdje";"Gorenjska";"2014";6,1
"Grozdje";"Gorenjska";"2015";7,4
"Grozdje";"Gorenjska";"2016";6,1
"Grozdje";"Gorenjska";"2017";5,5
"Grozdje";"Gorenjska";"2018";8,2
"Grozdje";"Gorenjska";"2019";6,7
"Grozdje";"Primorsko-notranjska";"2010";5,8
"Grozdje";"Primorsko-notranjska";"2011";6,3
"Grozdje";"Primorsko-notranjska";"2012";4,7
"Grozdje";"Primorsko-notranjska";"2013";6,4
"Grozdje";"Primorsko-notranjska";"2014";6,2
"Grozdje";"Primorsko-notranjska";"2015";7,5
"Grozdje";"Primorsko-notranjska";"2016";6
"Grozdje";"Primorsko-notranjska";"2017";5,6
"Grozdje";"Primorsko-notranjska";"2018";8,1
"Grozdje";"Primorsko-notranjska";"2019";6,7
"Grozdje";"Goriška";"2010";7,2
"Grozdje";"Goriška";"2011";7,3
"Grozdje";"Goriška";"2012";4,3
"Grozdje";"Goriška";"2013";5,6
"Grozdje";"Goriška";"2014";6,7
"Grozdje";"Goriška";"2015";7,6
"Grozdje";"Goriška";"2016";5,9
"Grozdje";"Goriška";"2017";6,7
"Grozdje";"Goriška";"2018";8,7
"Grozdje";"Goriška";"2019";6
"Grozdje";"Obalno-kraška";"2010";5,8
"Grozdje";"Obalno-kraška";"2011";5,8
"Grozdje";"Obalno-kraška";"2012";3,8
"Grozdje";"Obalno-kraška";"2013";6,6
"Grozdje";"Obalno-kraška";"2014";5,6
"Grozdje";"Obalno-kraška";"2015";7
"Grozdje";"Obalno-kraška";"2016";5,4
"Grozdje";"Obalno-kraška";"2017";4,4
"Grozdje";"Obalno-kraška";"2018";7,2
"Grozdje";"Obalno-kraška";"2019";5,9
"Jabolka v intenzivnih sadovnjakih";"Pomurska";"2010";30,3
"Jabolka v intenzivnih sadovnjakih";"Pomurska";"2011";29,3
"Jabolka v intenzivnih sadovnjakih";"Pomurska";"2012";20,3
"Jabolka v intenzivnih sadovnjakih";"Pomurska";"2013";22,5
"Jabolka v intenzivnih sadovnjakih";"Pomurska";"2014";25,2
"Jabolka v intenzivnih sadovnjakih";"Pomurska";"2015";37,1
"Jabolka v intenzivnih sadovnjakih";"Pomurska";"2016";11,3
"Jabolka v intenzivnih sadovnjakih";"Pomurska";"2017";5,5
"Jabolka v intenzivnih sadovnjakih";"Pomurska";"2018";33,4
"Jabolka v intenzivnih sadovnjakih";"Pomurska";"2019";29,8
"Jabolka v intenzivnih sadovnjakih";"Podravska";"2010";24,8
"Jabolka v intenzivnih sadovnjakih";"Podravska";"2011";28,8
"Jabolka v intenzivnih sadovnjakih";"Podravska";"2012";19,2
"Jabolka v intenzivnih sadovnjakih";"Podravska";"2013";23,8
"Jabolka v intenzivnih sadovnjakih";"Podravska";"2014";25,8
"Jabolka v intenzivnih sadovnjakih";"Podravska";"2015";32,1
"Jabolka v intenzivnih sadovnjakih";"Podravska";"2016";15
"Jabolka v intenzivnih sadovnjakih";"Podravska";"2017";7
"Jabolka v intenzivnih sadovnjakih";"Podravska";"2018";32,8
"Jabolka v intenzivnih sadovnjakih";"Podravska";"2019";22
"Jabolka v intenzivnih sadovnjakih";"Koroška";"2010";15
"Jabolka v intenzivnih sadovnjakih";"Koroška";"2011";23
"Jabolka v intenzivnih sadovnjakih";"Koroška";"2012";20
"Jabolka v intenzivnih sadovnjakih";"Koroška";"2013";25,8
"Jabolka v intenzivnih sadovnjakih";"Koroška";"2014";10
"Jabolka v intenzivnih sadovnjakih";"Koroška";"2015";15
"Jabolka v intenzivnih sadovnjakih";"Koroška";"2016";5
"Jabolka v intenzivnih sadovnjakih";"Koroška";"2017";5,3
"Jabolka v intenzivnih sadovnjakih";"Koroška";"2018";37,7
"Jabolka v intenzivnih sadovnjakih";"Koroška";"2019";0,5
"Jabolka v intenzivnih sadovnjakih";"Savinjska";"2010";29,6
"Jabolka v intenzivnih sadovnjakih";"Savinjska";"2011";26
"Jabolka v intenzivnih sadovnjakih";"Savinjska";"2012";17,4
"Jabolka v intenzivnih sadovnjakih";"Savinjska";"2013";25,3
"Jabolka v intenzivnih sadovnjakih";"Savinjska";"2014";29,1
"Jabolka v intenzivnih sadovnjakih";"Savinjska";"2015";39,9
"Jabolka v intenzivnih sadovnjakih";"Savinjska";"2016";5
"Jabolka v intenzivnih sadovnjakih";"Savinjska";"2017";4,7
"Jabolka v intenzivnih sadovnjakih";"Savinjska";"2018";45,2
"Jabolka v intenzivnih sadovnjakih";"Savinjska";"2019";29,1
"Jabolka v intenzivnih sadovnjakih";"Zasavska";"2010";30
"Jabolka v intenzivnih sadovnjakih";"Zasavska";"2011";30
"Jabolka v intenzivnih sadovnjakih";"Zasavska";"2012";20
"Jabolka v intenzivnih sadovnjakih";"Zasavska";"2013";25,8
"Jabolka v intenzivnih sadovnjakih";"Zasavska";"2014";30
"Jabolka v intenzivnih sadovnjakih";"Zasavska";"2015";26,3
"Jabolka v intenzivnih sadovnjakih";"Zasavska";"2016";30
"Jabolka v intenzivnih sadovnjakih";"Zasavska";"2017";5,3
"Jabolka v intenzivnih sadovnjakih";"Zasavska";"2018";34,2
"Jabolka v intenzivnih sadovnjakih";"Zasavska";"2019";22,6
"Jabolka v intenzivnih sadovnjakih";"Posavska";"2010";31,8
"Jabolka v intenzivnih sadovnjakih";"Posavska";"2011";35,7
"Jabolka v intenzivnih sadovnjakih";"Posavska";"2012";25,7
"Jabolka v intenzivnih sadovnjakih";"Posavska";"2013";36,5
"Jabolka v intenzivnih sadovnjakih";"Posavska";"2014";31,2
"Jabolka v intenzivnih sadovnjakih";"Posavska";"2015";32,9
"Jabolka v intenzivnih sadovnjakih";"Posavska";"2016";27,1
"Jabolka v intenzivnih sadovnjakih";"Posavska";"2017";3,1
"Jabolka v intenzivnih sadovnjakih";"Posavska";"2018";38,2
"Jabolka v intenzivnih sadovnjakih";"Posavska";"2019";23,5
"Jabolka v intenzivnih sadovnjakih";"Jugovzhodna Slovenija";"2010";15,2
"Jabolka v intenzivnih sadovnjakih";"Jugovzhodna Slovenija";"2011";12,2
"Jabolka v intenzivnih sadovnjakih";"Jugovzhodna Slovenija";"2012";14,6
"Jabolka v intenzivnih sadovnjakih";"Jugovzhodna Slovenija";"2013";9,9
"Jabolka v intenzivnih sadovnjakih";"Jugovzhodna Slovenija";"2014";23,5
"Jabolka v intenzivnih sadovnjakih";"Jugovzhodna Slovenija";"2015";33,6
"Jabolka v intenzivnih sadovnjakih";"Jugovzhodna Slovenija";"2016";29,6
"Jabolka v intenzivnih sadovnjakih";"Jugovzhodna Slovenija";"2017";4,1
"Jabolka v intenzivnih sadovnjakih";"Jugovzhodna Slovenija";"2018";52,3
"Jabolka v intenzivnih sadovnjakih";"Jugovzhodna Slovenija";"2019";18,7
"Jabolka v intenzivnih sadovnjakih";"Osrednjeslovenska";"2010";29,7
"Jabolka v intenzivnih sadovnjakih";"Osrednjeslovenska";"2011";34
"Jabolka v intenzivnih sadovnjakih";"Osrednjeslovenska";"2012";23,3
"Jabolka v intenzivnih sadovnjakih";"Osrednjeslovenska";"2013";25,1
"Jabolka v intenzivnih sadovnjakih";"Osrednjeslovenska";"2014";28,8
"Jabolka v intenzivnih sadovnjakih";"Osrednjeslovenska";"2015";33,6
"Jabolka v intenzivnih sadovnjakih";"Osrednjeslovenska";"2016";28,2
"Jabolka v intenzivnih sadovnjakih";"Osrednjeslovenska";"2017";14,8
"Jabolka v intenzivnih sadovnjakih";"Osrednjeslovenska";"2018";38,6
"Jabolka v intenzivnih sadovnjakih";"Osrednjeslovenska";"2019";23,7
"Jabolka v intenzivnih sadovnjakih";"Gorenjska";"2010";25,7
"Jabolka v intenzivnih sadovnjakih";"Gorenjska";"2011";23,2
"Jabolka v intenzivnih sadovnjakih";"Gorenjska";"2012";17,2
"Jabolka v intenzivnih sadovnjakih";"Gorenjska";"2013";21,7
"Jabolka v intenzivnih sadovnjakih";"Gorenjska";"2014";25,8
"Jabolka v intenzivnih sadovnjakih";"Gorenjska";"2015";29,5
"Jabolka v intenzivnih sadovnjakih";"Gorenjska";"2016";25,8
"Jabolka v intenzivnih sadovnjakih";"Gorenjska";"2017";9,5
"Jabolka v intenzivnih sadovnjakih";"Gorenjska";"2018";32,2
"Jabolka v intenzivnih sadovnjakih";"Gorenjska";"2019";10,6
"Jabolka v intenzivnih sadovnjakih";"Primorsko-notranjska";"2010";28
"Jabolka v intenzivnih sadovnjakih";"Primorsko-notranjska";"2011";30
"Jabolka v intenzivnih sadovnjakih";"Primorsko-notranjska";"2012";20,5
"Jabolka v intenzivnih sadovnjakih";"Primorsko-notranjska";"2013";29,1
"Jabolka v intenzivnih sadovnjakih";"Primorsko-notranjska";"2014";36,8
"Jabolka v intenzivnih sadovnjakih";"Primorsko-notranjska";"2015";31,5
"Jabolka v intenzivnih sadovnjakih";"Primorsko-notranjska";"2016";29,5
"Jabolka v intenzivnih sadovnjakih";"Primorsko-notranjska";"2017";6,7
"Jabolka v intenzivnih sadovnjakih";"Primorsko-notranjska";"2018";35,4
"Jabolka v intenzivnih sadovnjakih";"Primorsko-notranjska";"2019";23,7
"Jabolka v intenzivnih sadovnjakih";"Goriška";"2010";26,9
"Jabolka v intenzivnih sadovnjakih";"Goriška";"2011";27,9
"Jabolka v intenzivnih sadovnjakih";"Goriška";"2012";20,7
"Jabolka v intenzivnih sadovnjakih";"Goriška";"2013";19,4
"Jabolka v intenzivnih sadovnjakih";"Goriška";"2014";27,7
"Jabolka v intenzivnih sadovnjakih";"Goriška";"2015";30,1
"Jabolka v intenzivnih sadovnjakih";"Goriška";"2016";29,7
"Jabolka v intenzivnih sadovnjakih";"Goriška";"2017";6,8
"Jabolka v intenzivnih sadovnjakih";"Goriška";"2018";30,7
"Jabolka v intenzivnih sadovnjakih";"Goriška";"2019";20,3
"Jabolka v intenzivnih sadovnjakih";"Obalno-kraška";"2010";29,7
"Jabolka v intenzivnih sadovnjakih";"Obalno-kraška";"2011";34,1
"Jabolka v intenzivnih sadovnjakih";"Obalno-kraška";"2012";5,6
"Jabolka v intenzivnih sadovnjakih";"Obalno-kraška";"2013";23,4
"Jabolka v intenzivnih sadovnjakih";"Obalno-kraška";"2014";30,6
"Jabolka v intenzivnih sadovnjakih";"Obalno-kraška";"2015";34
"Jabolka v intenzivnih sadovnjakih";"Obalno-kraška";"2016";25,9
"Jabolka v intenzivnih sadovnjakih";"Obalno-kraška";"2017";8,5
"Jabolka v intenzivnih sadovnjakih";"Obalno-kraška";"2018";41,2
"Jabolka v intenzivnih sadovnjakih";"Obalno-kraška";"2019";23,8
"Oljke";"Goriška";"2010";2,4
"Oljke";"Goriška";"2011";1,6
"Oljke";"Goriška";"2012";0,9
"Oljke";"Goriška";"2013";1,3
"Oljke";"Goriška";"2014";1,1
"Oljke";"Goriška";"2015";1,1
"Oljke";"Goriška";"2016";2,1
"Oljke";"Goriška";"2017";2
"Oljke";"Goriška";"2018";3,9
"Oljke";"Goriška";"2019";0,8
"Oljke";"Obalno-kraška";"2010";2,1
"Oljke";"Obalno-kraška";"2011";1,9
"Oljke";"Obalno-kraška";"2012";0,8
"Oljke";"Obalno-kraška";"2013";1,6
"Oljke";"Obalno-kraška";"2014";0,8
"Oljke";"Obalno-kraška";"2015";1,5
"Oljke";"Obalno-kraška";"2016";1,3
"Oljke";"Obalno-kraška";"2017";1,3
"Oljke";"Obalno-kraška";"2018";2,9
"Oljke";"Obalno-kraška";"2019";1,5
"Breskve in nektarine v intenzivnih sadovnjakih";"Pomurska";"2010";10
"Breskve in nektarine v intenzivnih sadovnjakih";"Pomurska";"2011";16,7
"Breskve in nektarine v intenzivnih sadovnjakih";"Pomurska";"2012";10,9
"Breskve in nektarine v intenzivnih sadovnjakih";"Pomurska";"2013";12,3
"Breskve in nektarine v intenzivnih sadovnjakih";"Pomurska";"2014";10,8
"Breskve in nektarine v intenzivnih sadovnjakih";"Pomurska";"2015";12,6
"Breskve in nektarine v intenzivnih sadovnjakih";"Pomurska";"2016";4,4
"Breskve in nektarine v intenzivnih sadovnjakih";"Pomurska";"2017";0,6
"Breskve in nektarine v intenzivnih sadovnjakih";"Pomurska";"2018";9,9
"Breskve in nektarine v intenzivnih sadovnjakih";"Pomurska";"2019";9,6
"Breskve in nektarine v intenzivnih sadovnjakih";"Podravska";"2010";10,1
"Breskve in nektarine v intenzivnih sadovnjakih";"Podravska";"2011";11,6
"Breskve in nektarine v intenzivnih sadovnjakih";"Podravska";"2012";9,4
"Breskve in nektarine v intenzivnih sadovnjakih";"Podravska";"2013";8,8
"Breskve in nektarine v intenzivnih sadovnjakih";"Podravska";"2014";8,7
"Breskve in nektarine v intenzivnih sadovnjakih";"Podravska";"2015";13,2
"Breskve in nektarine v intenzivnih sadovnjakih";"Podravska";"2016";6,5
"Breskve in nektarine v intenzivnih sadovnjakih";"Podravska";"2017";4,6
"Breskve in nektarine v intenzivnih sadovnjakih";"Podravska";"2018";17,4
"Breskve in nektarine v intenzivnih sadovnjakih";"Podravska";"2019";9,1
"Breskve in nektarine v intenzivnih sadovnjakih";"Koroška";"2015";17,7
"Breskve in nektarine v intenzivnih sadovnjakih";"Koroška";"2016";16,2
"Breskve in nektarine v intenzivnih sadovnjakih";"Koroška";"2017";9,2
"Breskve in nektarine v intenzivnih sadovnjakih";"Koroška";"2018";17
"Breskve in nektarine v intenzivnih sadovnjakih";"Koroška";"2019";15,4
"Breskve in nektarine v intenzivnih sadovnjakih";"Savinjska";"2010";19,3
"Breskve in nektarine v intenzivnih sadovnjakih";"Savinjska";"2011";21,7
"Breskve in nektarine v intenzivnih sadovnjakih";"Savinjska";"2012";19
"Breskve in nektarine v intenzivnih sadovnjakih";"Savinjska";"2013";13,2
"Breskve in nektarine v intenzivnih sadovnjakih";"Savinjska";"2014";18,2
"Breskve in nektarine v intenzivnih sadovnjakih";"Savinjska";"2015";16,1
"Breskve in nektarine v intenzivnih sadovnjakih";"Savinjska";"2016";12,8
"Breskve in nektarine v intenzivnih sadovnjakih";"Savinjska";"2017";6,3
"Breskve in nektarine v intenzivnih sadovnjakih";"Savinjska";"2018";12,2
"Breskve in nektarine v intenzivnih sadovnjakih";"Savinjska";"2019";14,4
"Breskve in nektarine v intenzivnih sadovnjakih";"Zasavska";"2010";16,3
"Breskve in nektarine v intenzivnih sadovnjakih";"Zasavska";"2011";16,5
"Breskve in nektarine v intenzivnih sadovnjakih";"Zasavska";"2012";13,6
"Breskve in nektarine v intenzivnih sadovnjakih";"Zasavska";"2013";14,5
"Breskve in nektarine v intenzivnih sadovnjakih";"Zasavska";"2014";11,9
"Breskve in nektarine v intenzivnih sadovnjakih";"Zasavska";"2015";17,7
"Breskve in nektarine v intenzivnih sadovnjakih";"Zasavska";"2016";16,2
"Breskve in nektarine v intenzivnih sadovnjakih";"Zasavska";"2017";9,2
"Breskve in nektarine v intenzivnih sadovnjakih";"Zasavska";"2018";17
"Breskve in nektarine v intenzivnih sadovnjakih";"Zasavska";"2019";15,4
"Breskve in nektarine v intenzivnih sadovnjakih";"Posavska";"2010";13,2
"Breskve in nektarine v intenzivnih sadovnjakih";"Posavska";"2011";12,9
"Breskve in nektarine v intenzivnih sadovnjakih";"Posavska";"2012";18
"Breskve in nektarine v intenzivnih sadovnjakih";"Posavska";"2013";13,2
"Breskve in nektarine v intenzivnih sadovnjakih";"Posavska";"2014";10,1
"Breskve in nektarine v intenzivnih sadovnjakih";"Posavska";"2015";13,4
"Breskve in nektarine v intenzivnih sadovnjakih";"Posavska";"2016";11,9
"Breskve in nektarine v intenzivnih sadovnjakih";"Posavska";"2017";2,8
"Breskve in nektarine v intenzivnih sadovnjakih";"Posavska";"2018";13,9
"Breskve in nektarine v intenzivnih sadovnjakih";"Posavska";"2019";12,5
"Breskve in nektarine v intenzivnih sadovnjakih";"Jugovzhodna Slovenija";"2010";18,5
"Breskve in nektarine v intenzivnih sadovnjakih";"Jugovzhodna Slovenija";"2011";17,7
"Breskve in nektarine v intenzivnih sadovnjakih";"Jugovzhodna Slovenija";"2012";13,1
"Breskve in nektarine v intenzivnih sadovnjakih";"Jugovzhodna Slovenija";"2013";15
"Breskve in nektarine v intenzivnih sadovnjakih";"Jugovzhodna Slovenija";"2014";20,1
"Breskve in nektarine v intenzivnih sadovnjakih";"Jugovzhodna Slovenija";"2015";17,2
"Breskve in nektarine v intenzivnih sadovnjakih";"Jugovzhodna Slovenija";"2016";10,1
"Breskve in nektarine v intenzivnih sadovnjakih";"Jugovzhodna Slovenija";"2017";3,6
"Breskve in nektarine v intenzivnih sadovnjakih";"Jugovzhodna Slovenija";"2018";8,5
"Breskve in nektarine v intenzivnih sadovnjakih";"Jugovzhodna Slovenija";"2019";15,3
"Breskve in nektarine v intenzivnih sadovnjakih";"Osrednjeslovenska";"2010";16,3
"Breskve in nektarine v intenzivnih sadovnjakih";"Osrednjeslovenska";"2011";12,3
"Breskve in nektarine v intenzivnih sadovnjakih";"Osrednjeslovenska";"2012";10
"Breskve in nektarine v intenzivnih sadovnjakih";"Osrednjeslovenska";"2013";10
"Breskve in nektarine v intenzivnih sadovnjakih";"Osrednjeslovenska";"2014";11,9
"Breskve in nektarine v intenzivnih sadovnjakih";"Osrednjeslovenska";"2015";17,7
"Breskve in nektarine v intenzivnih sadovnjakih";"Osrednjeslovenska";"2016";16,2
"Breskve in nektarine v intenzivnih sadovnjakih";"Osrednjeslovenska";"2017";8
"Breskve in nektarine v intenzivnih sadovnjakih";"Osrednjeslovenska";"2018";17
"Breskve in nektarine v intenzivnih sadovnjakih";"Osrednjeslovenska";"2019";15,4
"Breskve in nektarine v intenzivnih sadovnjakih";"Gorenjska";"2010";16,3
"Breskve in nektarine v intenzivnih sadovnjakih";"Gorenjska";"2011";16,5
"Breskve in nektarine v intenzivnih sadovnjakih";"Gorenjska";"2012";10
"Breskve in nektarine v intenzivnih sadovnjakih";"Gorenjska";"2013";14,5
"Breskve in nektarine v intenzivnih sadovnjakih";"Gorenjska";"2014";11,9
"Breskve in nektarine v intenzivnih sadovnjakih";"Primorsko-notranjska";"2015";17,7
"Breskve in nektarine v intenzivnih sadovnjakih";"Primorsko-notranjska";"2016";16,2
"Breskve in nektarine v intenzivnih sadovnjakih";"Primorsko-notranjska";"2017";9,2
"Breskve in nektarine v intenzivnih sadovnjakih";"Primorsko-notranjska";"2018";17
"Breskve in nektarine v intenzivnih sadovnjakih";"Primorsko-notranjska";"2019";15,4
"Breskve in nektarine v intenzivnih sadovnjakih";"Goriška";"2010";17,3
"Breskve in nektarine v intenzivnih sadovnjakih";"Goriška";"2011";17,6
"Breskve in nektarine v intenzivnih sadovnjakih";"Goriška";"2012";14,3
"Breskve in nektarine v intenzivnih sadovnjakih";"Goriška";"2013";16,2
"Breskve in nektarine v intenzivnih sadovnjakih";"Goriška";"2014";12,4
"Breskve in nektarine v intenzivnih sadovnjakih";"Goriška";"2015";19,6
"Breskve in nektarine v intenzivnih sadovnjakih";"Goriška";"2016";18,6
"Breskve in nektarine v intenzivnih sadovnjakih";"Goriška";"2017";9,8
"Breskve in nektarine v intenzivnih sadovnjakih";"Goriška";"2018";18,6
"Breskve in nektarine v intenzivnih sadovnjakih";"Goriška";"2019";17,1
"Breskve in nektarine v intenzivnih sadovnjakih";"Obalno-kraška";"2010";12,9
"Breskve in nektarine v intenzivnih sadovnjakih";"Obalno-kraška";"2011";13,5
"Breskve in nektarine v intenzivnih sadovnjakih";"Obalno-kraška";"2012";8,3
"Breskve in nektarine v intenzivnih sadovnjakih";"Obalno-kraška";"2013";7,5
"Breskve in nektarine v intenzivnih sadovnjakih";"Obalno-kraška";"2014";8,7
"Breskve in nektarine v intenzivnih sadovnjakih";"Obalno-kraška";"2015";14,3
"Breskve in nektarine v intenzivnih sadovnjakih";"Obalno-kraška";"2016";14,3
"Breskve in nektarine v intenzivnih sadovnjakih";"Obalno-kraška";"2017";15,1
"Breskve in nektarine v intenzivnih sadovnjakih";"Obalno-kraška";"2018";15
"Breskve in nektarine v intenzivnih sadovnjakih";"Obalno-kraška";"2019";14
